'ZAVSIF','SL_ID','OBR_ID','ST_UC','NAZIV','NAZIV_POVEZAVE'
3781,18,17,1,'4. razred','Izobraževanje na domu'
3781,18,17,1,'5. razred','Izobraževanje na domu'
3781,18,17,1,'2. razred','Izobraževanje na domu'
3781,15,17,1,'2. razred','Izobraževanje na domu'
3781,14,17,1,'1. razred','Izobraževanje na domu'
3788,19,17,1,'2. razred','Izobraževanje na domu'
3788,18,17,1,'1. razred','Izobraževanje na domu'
6687,18,17,1,'9. razred','Izobraževanje na domu'
6687,21,17,1,'1. razred','Izobraževanje na domu'
9596,18,17,1,'6. razred','Izobraževanje na domu'
9877,18,17,1,'2. razred','Izobraževanje na domu'
10167,20,17,1,'1. razred','Izobraževanje na domu'
10167,21,17,1,'2. razred','Izobraževanje na domu'
10549,21,17,1,'5. razred','Izobraževanje na domu'
10549,20,17,1,'4. razred','Izobraževanje na domu'
10549,19,17,1,'3. razred','Izobraževanje na domu'
10550,21,17,1,'1. razred','Izobraževanje na domu'
10550,21,17,1,'5. razred','Izobraževanje na domu'
14849,18,17,1,'4. razred','Izobraževanje na domu'
14849,14,17,1,'5. razred','Izobraževanje na domu'
14849,18,17,1,'6. razred','Izobraževanje na domu'
14850,20,17,1,'5. razred','Izobraževanje na domu'
14850,21,17,1,'7. razred','Izobraževanje na domu'
14850,20,17,1,'7. razred','Izobraževanje na domu'
14850,20,17,1,'9. razred','Izobraževanje na domu'
14850,19,17,1,'4. razred','Izobraževanje na domu'
14850,19,17,1,'6. razred','Izobraževanje na domu'
14850,19,17,1,'8. razred','Izobraževanje na domu'
14850,18,17,1,'3. razred','Izobraževanje na domu'
14850,18,17,1,'5. razred','Izobraževanje na domu'
14850,18,17,1,'7. razred','Izobraževanje na domu'
14850,17,17,1,'1. razred','Izobraževanje na domu'
14850,17,17,1,'4. razred','Izobraževanje na domu'
14850,17,17,1,'6. razred','Izobraževanje na domu'
17510,20,17,1,'6. razred','Izobraževanje na domu'
17510,20,17,1,'4. razred','Izobraževanje na domu'
17510,19,17,1,'8. razred','Izobraževanje na domu'
21915,21,17,14,'1. razred','Izobraževanje na domu'
21915,21,17,4,'5. razred','Izobraževanje na domu'
21915,21,17,4,'4. razred','Izobraževanje na domu'
21915,21,17,3,'3. razred','Izobraževanje na domu'
21915,21,17,7,'2. razred','Izobraževanje na domu'
22415,21,17,1,'7. razred','Izobraževanje na domu'
