sola;izb0;izb1;izb2;izb3;izb4;izb5;izb6;izb7;izb8;izb9;izb10;izb11;izb12;izb13;izb14;izb15;izb16;izb17;izb18;izb19;izb20;izb21;izb22;izb23;izb24;izb25;izb26;izb27;izb28;izb29;izb30;izb31;izb32;izb33;izb34;izb35;izb36;izb37;izb38;izb39;izb40;izb41;izb42;izb43;izb44;izb45;izb46;izb47;izb48;izb49;izb50;izb51;izb52;izb53;izb54;izb55;izb56;izb57;izb58;izb59;izb60;izb61;izb62;izb63;izb64;izb65;izb66;izb67;izb68;izb69;izb70;izb71;izb72;izb73;izb74;izb75;izb76;izb77;izb78;izb79;izb80;izb81;izb82;izb83;izb84;izb85;izb86;izb87;izb88;izb89;izb90;izb91;izb92;izb93;izb94;izb95;izb96;izb97;izb98;izb99;izb100;izb101;izb102;izb103;izb104;izb105;izb106;izb107;izb108;izb109;izb110;izb111;izb112;izb113;izb114;izb115;izb116;izb117;izb118;izb119
Osnovna šola Dragotina Ketteja ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023696682464454975;0;0;0;0;0;0.023696682464454975;0;0;0;0;0.023696682464454975;0;0;0.023696682464454975;0;0;0;0;0;0.03317535545023697;0;0;0;0;0;0;0.02843601895734597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023696682464454975;0.023696682464454975;0;0;0;0;0;0;0;0;0;0;0;0;0.018957345971563982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023696682464454975;0;0;0;0;0;0;0
Center za komunikacijo sluh in govor Portorož;0;0;0;0.01856763925729443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013262599469496022;0;0;0;0;0;0;0;0;0;0;0;0;0.01856763925729443;0;0;0;0.021220159151193633;0;0.021220159151193633;0;0;0;0;0.023872679045092837;0;0;0.015915119363395226;0;0;0.013262599469496022;0;0;0;0;0;0.01856763925729443;0;0;0.01856763925729443;0;0.01856763925729443;0.03713527851458886;0.01856763925729443;0;0;0;0;0;0;0;0;0;0;0;0;0.013262599469496022;0;0;0;0;0.015915119363395226;0;0;0;0;0;0;0;0;0;0.01856763925729443;0;0;0;0.007957559681697613;0;0;0;0;0.01856763925729443;0;0;0;0;0;0;0;0;0;0;0.013262599469496022;0;0;0;0.01856763925729443;0;0;0
Osnovna šola Bistrica ob Sotli;0;0;0;0.012336719883889695;0.0050798258345428155;0.001451378809869376;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011611030478955007;0;0;0;0;0;0.008708272859216255;0.013062409288824383;0;0.011611030478955007;0;0;0;0;0;0.012336719883889695;0;0;0;0;0;0.013062409288824383;0;0;0.007982583454281567;0;0;0;0;0.005805515239477504;0.00362844702467344;0.006531204644412192;0.00725689404934688;0;0.009433962264150943;0;0;0;0.008708272859216255;0;0;0.016690856313497822;0;0;0.002902757619738752;0;0;0;0.038461538461538464;0.007982583454281567;0;0;0;0.015965166908563134;0;0;0;0.010159651669085631;0.00362844702467344;0;0.0050798258345428155;0.007982583454281567;0;0.023222060957910014;0;0;0;0.006531204644412192;0;0;0;0;0;0.0043541364296081275;0;0.018142235123367198;0;0.005805515239477504;0;0;0;0;0.0043541364296081275;0;0;0;0;0.005805515239477504;0;0;0;0.009433962264150943;0;0.012336719883889695;0.010159651669085631;0;0;0.005805515239477504;0;0;0
Osnovna šola Sreèka Kosovela Sežana ;0;0;0;0.004691962464300286;0;0.0032639738882088943;0;0.003875968992248062;0;0;0;0;0;0.004079967360261118;0;0;0;0;0;0.0030599755201958386;0;0;0;0;0;0;0;0;0;0;0.004691962464300286;0;0;0;0.00346797225622195;0;0;0;0;0;0.0028559771521827824;0;0;0;0.0018359853121175031;0;0.0032639738882088943;0;0;0;0;0.004079967360261118;0;0.002243982048143615;0;0;0;0.0028559771521827824;0.00448796409628723;0;0.00897592819257446;0;0;0.009995920032639738;0.0024479804161566705;0;0;0.01142390860873113;0;0;0;0;0.0016319869441044472;0;0;0;0;0;0;0;0;0;0.003875968992248062;0.010811913504691963;0;0;0.0012239902080783353;0;0;0;0;0;0;0;0;0.00448796409628723;0.004283965728274173;0;0;0;0;0.011627906976744186;0;0.002039983680130559;0;0.0030599755201958386;0.0028559771521827824;0;0;0;0.0018359853121175031;0;0.00795593635250918;0;0;0;0.006527947776417789;0;0;0
Osnovna šola Stari trg ob Kolpi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018617021276595744;0.010638297872340425;0;0;0.010638297872340425;0;0;0;0;0;0;0;0;0;0;0;0.018617021276595744;0;0;0;0;0;0.03723404255319149;0;0;0;0;0.015957446808510637;0;0;0.013297872340425532;0;0;0.023936170212765957;0;0;0;0;0;0;0;0;0.02127659574468085;0;0;0.018617021276595744;0;0;0;0.023936170212765957;0.05585106382978723;0;0;0;0.018617021276595744;0;0;0;0;0.010638297872340425;0.007978723404255319;0;0;0;0.018617021276595744;0.015957446808510637;0;0;0.005319148936170213;0;0;0;0;0;0;0;0;0;0.013297872340425532;0;0;0;0;0.02925531914893617;0;0;0;0;0.031914893617021274;0;0;0;0.02127659574468085;0;0.02127659574468085;0;0;0;0.023936170212765957;0;0;0
Osnovna šola Fokovci;0;0;0;0.012181616832779624;0;0;0.014396456256921373;0;0;0;0;0;0;0.009966777408637873;0;0;0;0;0.009966777408637873;0.006644518272425249;0;0.008859357696566999;0;0;0;0;0.014396456256921373;0;0;0;0;0.007751937984496124;0;0;0.009966777408637873;0.004429678848283499;0;0;0;0;0.008859357696566999;0;0;0;0.01107419712070875;0.005537098560354375;0;0;0;0;0;0;0;0;0;0;0;0.006644518272425249;0;0;0.013289036544850499;0;0;0;0;0;0;0.021040974529346623;0;0;0;0.021040974529346623;0.013289036544850499;0;0;0;0.01107419712070875;0.006644518272425249;0;0;0;0;0.007751937984496124;0;0;0;0;0;0;0;0;0;0;0;0.017718715393133997;0;0;0.007751937984496124;0;0;0;0.004429678848283499;0.013289036544850499;0;0;0;0.009966777408637873;0;0;0;0.017718715393133997;0;0.01107419712070875;0;0;0;0;0;0;0
Osnovna šola Antona Aškerca Rimske Toplice;0;0;0;0.01163793103448276;0.0034482758620689655;0;0;0;0.00646551724137931;0;0;0;0;0.00603448275862069;0;0;0;0;0;0.00603448275862069;0;0;0;0;0;0;0.004310344827586207;0;0;0;0;0;0;0;0.004310344827586207;0;0;0;0.0047413793103448275;0;0.006896551724137931;0;0;0;0;0.00646551724137931;0;0;0;0;0;0.0034482758620689655;0;0;0;0;0;0.0047413793103448275;0;0;0.004310344827586207;0;0;0.003879310344827586;0.006896551724137931;0;0;0.009051724137931035;0.0047413793103448275;0.011206896551724138;0;0;0.00603448275862069;0;0;0;0.0021551724137931034;0.00603448275862069;0.003879310344827586;0.009051724137931035;0.008620689655172414;0.008620689655172414;0.005172413793103448;0.003017241379310345;0;0;0.003879310344827586;0;0;0;0;0;0.00646551724137931;0;0;0.0034482758620689655;0.005603448275862069;0;0;0;0;0.004310344827586207;0;0;0;0.003017241379310345;0.01206896551724138;0;0;0;0.005603448275862069;0;0.005172413793103448;0.0021551724137931034;0;0;0.010344827586206896;0;0;0
Osnovna šola Bakovci;0;0;0;0.01673360107095047;0;0;0.008032128514056224;0;0;0;0;0;0;0;0;0;0;0.008032128514056224;0;0.013386880856760375;0;0.008032128514056224;0;0;0;0;0;0;0.008701472556894244;0;0;0;0;0;0;0.011378848728246318;0;0;0;0;0.006693440428380187;0;0;0.007362784471218206;0;0;0;0;0.007362784471218206;0;0;0.008032128514056224;0;0.0033467202141900937;0;0;0;0.009370816599732263;0;0;0.012048192771084338;0;0;0;0;0;0;0.009370816599732263;0.008032128514056224;0;0;0.0033467202141900937;0;0;0;0;0;0;0;0.007362784471218206;0;0;0;0;0;0;0.006024096385542169;0;0;0;0;0;0;0;0;0;0.004685408299866131;0;0;0;0.018072289156626505;0.004685408299866131;0.008032128514056224;0;0;0;0.0033467202141900937;0;0;0;0.00535475234270415;0;0.008701472556894244;0;0;0;0.004685408299866131;0;0;0
Osnovna šola Partizanska bolnišnica Jesen Tinje;0;0;0;0.0077348066298342545;0;0;0.008839779005524863;0;0;0;0;0;0;0;0;0;0;0;0;0.014364640883977901;0;0;0;0;0;0;0;0.0055248618784530384;0;0;0;0;0;0;0.0066298342541436465;0.008839779005524863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012154696132596685;0;0;0.009944751381215469;0;0;0.0066298342541436465;0;0;0;0.016574585635359115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0055248618784530384;0;0;0;0;0;0;0;0;0;0.009944751381215469;0;0;0;0;0;0;0;0;0;0.0066298342541436465;0;0;0;0.0055248618784530384;0;0.011049723756906077;0;0;0;0.01878453038674033;0;0;0
Osnovna šola Jakobski Dol;0;0;0;0.010543390105433901;0;0.0072992700729927005;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0113544201135442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0113544201135442;0;0;0;0;0.017842660178426603;0;0;0.013787510137875101;0;0;0;0;0.012165450121654502;0;0;0;0.0072992700729927005;0;0;0.009732360097323601;0;0.016220600162206;0.016220600162206;0;0;0;0.0072992700729927005;0;0;0;0;0.008921330089213302;0;0;0.0186536901865369;0.004866180048661801;0.006488240064882401;0;0;0.013787510137875101;0;0;0;0;0;0.0040551500405515;0;0;0;0;0;0;0;0;0;0.008110300081103;0;0;0;0;0.008921330089213302;0;0;0;0.0113544201135442;0.0072992700729927005;0;0;0;0.012976480129764802;0;0.012165450121654502;0;0;0;0;0;0;0
Osnovna šola Šentjanž pri Dravogradu;0;0.0147247119078105;0;0.012163892445582587;0;0.007042253521126761;0;0;0;0;0;0;0;0;0;0;0;0;0.008322663252240717;0.006402048655569782;0.005761843790012804;0;0;0;0;0;0;0;0;0.008322663252240717;0;0.005761843790012804;0;0;0.010243277848911651;0;0;0;0;0;0.005121638924455826;0;0;0;0;0.01088348271446863;0;0;0.006402048655569782;0;0;0;0;0;0;0;0;0.01856594110115237;0;0;0.012163892445582587;0;0;0;0;0;0;0.010243277848911651;0;0;0;0;0.006402048655569782;0;0;0;0.015364916773367477;0.0076824583866837385;0;0;0.006402048655569782;0;0;0;0;0;0.006402048655569782;0;0;0;0;0;0;0.015364916773367477;0;0;0;0;0;0;0;0.01088348271446863;0;0;0;0;0.009603072983354673;0;0;0;0.0076824583866837385;0;0.008962868117797696;0;0;0;0;0;0;0
Osnovna šola Hinka Smrekarja Ljubljana;0;0;0;0.009900990099009901;0;0;0;0;0;0;0;0.004779788323659952;0;0.0027313076135199728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001707067258449983;0;0;0;0;0;0.006145442130419939;0;0;0;0;0;0.0013656538067599864;0;0.003414134516899966;0;0;0.009218163195629908;0;0;0.003414134516899966;0;0;0;0;0;0;0;0;0.0054626152270399455;0;0.0027313076135199728;0.004779788323659952;0;0.002389894161829976;0.0064868555821099355;0;0;0;0.007169682485489928;0;0;0;0;0.0013656538067599864;0;0;0;0.003414134516899966;0.0037555479685899623;0;0;0;0;0.012290884260839878;0.004779788323659952;0.008535336292249915;0;0;0;0;0;0;0.001707067258449983;0.003414134516899966;0;0;0;0.008535336292249915;0;0;0;0;0.003414134516899966;0;0;0;0.0027313076135199728;0.004096961420279959;0;0;0;0;0;0.009559576647319904;0;0;0;0.005804028678729942;0;0;0.0013656538067599864
Osnovna šola Preserje;0;0;0;0.004017677782241864;0;0.004017677782241864;0;0;0;0;0;0;0;0;0;0;0;0;0.006026516673362796;0.004017677782241864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008838891120932101;0;0;0;0;0;0.004821213338690237;0;0.006026516673362796;0;0;0.008035355564483728;0;0;0;0;0;0.006830052229811169;0;0.0032141422257934912;0;0;0;0.006830052229811169;0;0;0.012053033346725592;0;0;0.0008035355564483728;0;0;0;0.018481317798312576;0;0;0;0.008437123342707915;0;0;0;0;0;0.008437123342707915;0;0.0044194455604660505;0;0;0.006026516673362796;0;0;0;0.0008035355564483728;0;0;0;0;0;0;0;0;0;0.0016070711128967456;0;0;0;0;0;0;0;0;0;0.005222981116914423;0;0;0;0.0024106066693451184;0;0.009642426677380474;0;0;0;0.006026516673362796;0;0;0
Osnovna šola Franja Malgaja Šentjur;0;0;0;0.004780876494023904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006374501992031873;0.004249667994687915;0;0;0;0;0;0;0;0;0.006640106241699867;0;0;0;0;0;0.005046480743691899;0;0.006905710491367862;0;0.0045152722443559095;0;0.00398406374501992;0;0;0;0;0.004249667994687915;0;0;0.005312084993359893;0;0;0;0;0.010624169986719787;0.0010624169986719787;0;0;0.00796812749003984;0;0.00796812749003984;0.009296148738379814;0;0;0.006374501992031873;0;0;0;0.010624169986719787;0;0;0;0.0058432934926958835;0;0;0;0;0;0.00849933598937583;0;0;0;0;0.004249667994687915;0;0;0;0.0026560424966799467;0;0;0;0;0;0;0;0;0;0.0045152722443559095;0;0;0;0;0.005577689243027889;0;0;0;0.004249667994687915;0.005046480743691899;0;0;0;0.005046480743691899;0;0.006640106241699867;0;0;0;0.006374501992031873;0;0;0
Osnovna šola Helene Puhar Kranj;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012396694214876033;0;0;0;0;0;0.02066115702479339;0;0;0;0;0;0;0;0.028925619834710745;0;0;0;0;0;0.02066115702479339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012396694214876033;0;0;0;0;0.01652892561983471;0.01652892561983471;0;0;0;0;0;0;0;0;0;0;0;0;0.008264462809917356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Osnovna šola dr. Bogomirja Magajne Divaèa;0;0;0;0.006516290726817042;0;0;0;0;0;0;0;0.0040100250626566416;0;0.005513784461152882;0;0;0;0;0;0;0.005513784461152882;0;0;0;0;0;0;0;0;0;0.006015037593984963;0;0;0;0.0035087719298245615;0;0;0;0;0;0.0035087719298245615;0;0;0;0;0.005012531328320802;0;0;0.004511278195488722;0;0;0.005513784461152882;0;0;0;0;0;0.005012531328320802;0.002506265664160401;0;0.010526315789473684;0;0;0.007518796992481203;0;0;0;0.005012531328320802;0.005012531328320802;0;0;0;0;0;0;0;0;0.0035087719298245615;0;0;0;0;0;0.0030075187969924814;0;0;0;0;0;0;0;0.0020050125313283208;0;0;0;0.006516290726817042;0.005012531328320802;0;0;0;0;0.009022556390977444;0;0.002506265664160401;0;0;0.005012531328320802;0;0;0;0;0;0.005012531328320802;0;0;0;0.011528822055137845;0;0;0.0030075187969924814
Osnovna šola Mirana Jarca Èrnomelj;0;0;0;0.010217681030653044;0.005775211017325633;0;0;0;0;0;0;0.0053309640159928924;0;0;0;0;0;0;0;0.009329187027987561;0;0;0;0;0;0;0;0;0.0026654820079964462;0;0;0;0;0;0.003553976010661928;0;0;0;0;0;0.004886717014660151;0;0.0026654820079964462;0;0;0;0;0;0.009773434029320302;0;0;0.003109729009329187;0;0;0;0;0;0.007996446023989337;0;0.003553976010661928;0.011550422034651266;0;0;0.00444247001332741;0;0;0;0.003553976010661928;0;0;0;0.005775211017325633;0.0053309640159928924;0;0;0;0;0;0;0.003553976010661928;0.0053309640159928924;0;0.003109729009329187;0;0;0;0.00444247001332741;0;0;0;0;0.00444247001332741;0;0;0;0;0.0053309640159928924;0;0;0;0;0;0;0;0;0.003998223011994669;0.003109729009329187;0;0;0;0.002221235006663705;0;0.002221235006663705;0.0053309640159928924;0;0;0.003109729009329187;0;0;0.006219458018658374
Osnovna šola Dramlje;0;0;0;0.009640102827763496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012853470437017995;0;0;0;0;0;0;0;0;0;0.006426735218508998;0;0;0;0;0.021208226221079693;0;0;0;0;0;0;0;0;0;0;0;0;0;0.019280205655526992;0;0;0;0;0;0;0;0;0.007069408740359897;0;0;0.010282776349614395;0;0;0.008354755784061696;0;0;0;0.004498714652956298;0;0;0;0;0;0;0;0;0.005784061696658098;0.005784061696658098;0;0;0;0;0;0;0;0;0.012853470437017995;0;0;0;0;0;0;0;0;0;0.008354755784061696;0;0;0;0;0;0;0;0;0;0.005141388174807198;0;0;0;0.014781491002570694;0;0.004498714652956298;0;0;0;0.005784061696658098;0;0;0
Osnovna šola Petrovèe;0;0;0.002124269782262347;0.007434944237918215;0;0.0029208709506107276;0;0;0;0.006372809346787042;0;0.0026553372278279343;0;0;0;0;0;0;0.0018587360594795538;0.0037174721189591076;0;0;0;0;0;0;0.006107275624004248;0;0;0;0;0;0;0;0.003983005841741901;0;0;0;0;0;0.003186404673393521;0;0.005045140732873075;0;0;0.0055762081784386614;0;0;0.0026553372278279343;0;0;0.004248539564524694;0;0;0;0;0;0.0034519383961763143;0;0;0.007434944237918215;0;0;0.003186404673393521;0;0;0;0.011152416356877323;0.002389803505045141;0;0;0.002389803505045141;0.004248539564524694;0;0;0;0.003186404673393521;0.0029208709506107276;0;0;0.006372809346787042;0;0.0055762081784386614;0;0;0.004779607010090282;0.003983005841741901;0;0;0;0;0;0;0;0.0026553372278279343;0;0.0037174721189591076;0;0;0;0;0.003186404673393521;0.0015932023366967605;0;0;0.0018587360594795538;0.006107275624004248;0;0;0;0.006372809346787042;0;0.005841741901221455;0.006903876792352629;0;0;0.0055762081784386614;0;0;0
Osnovna šola Trbovlje;0;0;0;0.00825082508250825;0.006129184347006129;0.0021216407355021216;0;0.001885902876001886;0;0;0;0.0021216407355021216;0.0004714757190004715;0.001885902876001886;0;0;0;0;0.0021216407355021216;0.003771805752003772;0;0;0;0;0;0;0;0;0.0023573785950023575;0.005657708628005658;0;0;0;0;0.0030645921735030644;0;0;0;0;0;0.0030645921735030644;0;0.0023573785950023575;0;0;0.0011786892975011788;0;0;0;0;0;0;0;0;0;0;0;0.001885902876001886;0;0;0.0049504950495049506;0;0;0.002828854314002829;0;0;0;0.006129184347006129;0.0049504950495049506;0;0;0;0;0;0;0;0;0.0033003300330033004;0;0.002593116454502593;0.0014144271570014145;0;0.0023573785950023575;0.001885902876001886;0;0;0.004007543611504008;0;0.0007072135785007072;0;0;0.0004714757190004715;0;0;0;0;0.0023573785950023575;0;0.001885902876001886;0.004243281471004243;0;0.0049504950495049506;0;0;0;0.0021216407355021216;0.002828854314002829;0;0;0;0.003536067892503536;0;0.0030645921735030644;0.001885902876001886;0;0;0.0023573785950023575;0;0;0.000942951438000943
Osnovna šola Toneta Èufarja Maribor;0;0;0;0.005659121171770972;0;0.005992010652463382;0;0;0;0;0;0.002663115845539281;0;0;0;0;0;0.005659121171770972;0.004327563249001331;0.007989347536617843;0;0;0;0;0;0;0;0;0.007323568575233023;0;0;0;0.002330226364846871;0;0.005659121171770972;0;0;0;0;0;0;0;0.0063249001331557924;0;0.002996005326231691;0.006990679094540613;0;0;0.007989347536617843;0;0;0;0;0;0;0;0;0.006657789613848202;0;0;0.012649800266311585;0;0;0.011318242343541944;0;0;0;0.005326231691078562;0;0;0;0.004993342210386152;0.004993342210386152;0;0;0;0;0.002663115845539281;0;0;0.0019973368841544607;0;0;0.008988015978695073;0;0;0.0039946737683089215;0;0;0;0;0.0019973368841544607;0;0;0;0;0.002663115845539281;0.002330226364846871;0;0;0.009320905459387484;0.013648468708388815;0.002330226364846871;0;0;0.002996005326231691;0.0039946737683089215;0;0;0;0.0036617842876165113;0;0.010652463382157125;0;0;0;0.009320905459387484;0;0;0.0016644474034620505
Osnovna šola Jakoba Aljaža Kranj;0;0.004415897230028101;0;0.003211561621838619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010437575270975512;0.003211561621838619;0;0;0;0.002007226013649137;0;0.0036130068245684463;0;0.003211561621838619;0;0;0;0;0;0.005218787635487756;0;0;0;0;0;0;0;0;0.0036130068245684463;0;0.005620232838217583;0;0;0.0036130068245684463;0;0.0036130068245684463;0;0;0;0;0;0;0.008430349257326376;0;0;0.005218787635487756;0;0;0.003211561621838619;0;0;0;0.004014452027298274;0;0;0;0.002007226013649137;0.004014452027298274;0;0;0;0;0.004415897230028101;0;0;0;0;0.0016057808109193096;0;0;0;0.0028101164191087916;0;0;0;0;0;0;0.0028101164191087916;0.004014452027298274;0;0.0012043356081894822;0;0;0;0;0.0028101164191087916;0.0036130068245684463;0;0;0.006423123243677238;0.005620232838217583;0;0;0;0.008430349257326376;0;0.004415897230028101;0.003211561621838619;0;0;0.00602167804094741;0;0;0
Osnovna šola Podboèje;0;0;0;0.005082592121982211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005717916137229987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009529860228716646;0;0;0;0;0;0;0;0;0;0;0.010800508259212199;0;0;0;0;0;0;0;0.0063532401524777635;0;0;0;0.017153748411689963;0;0;0.011435832274459974;0;0;0.00698856416772554;0;0;0;0.017789072426937738;0;0;0;0.007623888182973317;0.005082592121982211;0;0;0;0;0;0;0;0.008259212198221092;0;0;0.005082592121982211;0;0;0.0044472681067344345;0;0;0;0;0;0;0;0.008259212198221092;0;0.00698856416772554;0;0;0;0;0;0;0;0;0.008259212198221092;0.011435832274459974;0;0;0;0.0031766200762388818;0;0.009529860228716646;0;0;0;0.010800508259212199;0;0;0
Osnovna šola Jožeta Gorjupa Kostanjevica na Krki;0;0;0;0.014267185473411154;0;0.007133592736705577;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004539559014267186;0;0;0;0;0;0;0;0;0.007782101167315175;0;0;0.007133592736705577;0;0;0.011673151750972763;0;0;0;0;0;0.010376134889753566;0;0;0;0;0;0;0;0;0;0;0.005836575875486381;0;0.014267185473411154;0;0;0;0.004539559014267186;0;0;0.008430609597924773;0;0;0;0;0;0;0.013618677042801557;0.004539559014267186;0;0;0.0025940337224383916;0;0;0;0;0;0.005188067444876783;0.005188067444876783;0;0.005188067444876783;0;0;0;0;0;0.005188067444876783;0;0;0;0;0;0.0038910505836575876;0;0.009727626459143969;0;0.005836575875486381;0;0;0;0;0;0;0;0;0.007782101167315175;0.01232166018158236;0;0;0;0.004539559014267186;0;0.010376134889753566;0;0;0;0.011024643320363165;0;0;0
Osnovna šola Selnica ob Dravi;0;0.0034458993797381117;0;0.012060647829083391;0.0027567195037904893;0;0;0.007236388697450034;0.003790489317711923;0;0;0;0;0.006202618883528601;0;0;0;0;0.004824259131633356;0.007236388697450034;0.004479669193659545;0;0.002067539627842867;0;0;0;0.004135079255685734;0;0;0;0;0;0;0;0.007580978635423846;0;0;0;0.0031013094417643005;0;0.0034458993797381117;0;0.0034458993797381117;0;0;0.007925568573397657;0;0;0.003790489317711923;0;0;0;0;0;0;0;0.014817367332873881;0.012060647829083391;0;0;0.00861474844934528;0;0;0.006202618883528601;0;0;0.004135079255685734;0.014817367332873881;0.0017229496898690559;0;0;0;0.00585802894555479;0;0;0.004824259131633356;0;0;0.007236388697450034;0;0.0017229496898690559;0.004824259131633356;0.002412129565816678;0.0027567195037904893;0;0;0.0034458993797381117;0;0;0;0;0;0.006202618883528601;0.0034458993797381117;0;0.004479669193659545;0.0031013094417643005;0;0.015506547208821502;0;0;0.0031013094417643005;0;0;0;0.0031013094417643005;0.00895933838731909;0;0;0;0.00585802894555479;0.002412129565816678;0.003790489317711923;0;0;0;0;0;0;0
Osnovna šola Dobrepolje Podružnièna šola Struge;0;0;0;0.01643192488262911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004694835680751174;0;0;0;0;0;0;0.03286384976525822;0;0;0;0;0;0;0;0.014084507042253521;0;0;0;0;0;0.018779342723004695;0;0;0;0;0.01643192488262911;0;0;0.028169014084507043;0;0;0;0;0;0;0;0;0.007042253521126761;0;0;0.03286384976525822;0;0.011737089201877934;0;0;0;0;0.03990610328638498;0;0;0;0;0.03286384976525822;0;0;0;0;0.007042253521126761;0;0;0;0;0.011737089201877934;0;0;0;0.004694835680751174;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011737089201877934;0;0;0;0;0;0.011737089201877934;0;0;0;0.004694835680751174;0;0.03990610328638498;0;0;0;0;0;0;0
Osnovna šola Jožeta Hudalesa Jurovski dol;0;0;0;0.008715862870424172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003486345148169669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01336432306798373;0;0;0;0;0;0.006972690296339338;0;0;0;0;0.003486345148169669;0;0;0;0;0;0.007553747821034283;0;0;0;0;0;0.011040092969203951;0;0;0.009296920395119116;0;0;0.005810575246949448;0.004067402672864613;0;0;0.009877977919814061;0.008134805345729227;0;0;0;0;0;0;0;0;0.003486345148169669;0;0.005810575246949448;0.007553747821034283;0;0.006972690296339338;0;0;0;0.0011621150493898896;0;0;0;0;0;0;0;0;0.009296920395119116;0.011621150493898896;0;0;0;0;0;0;0;0;0;0.01452643811737362;0;0;0;0.005810575246949448;0;0.009296920395119116;0;0;0;0.004067402672864613;0;0;0
Osnovna šola Lucija;0;0;0.00205761316872428;0.005291005291005291;0;0.004409171075837742;0;0;0;0.003527336860670194;0;0.0026455026455026454;0.0014697236919459142;0.003821281599059377;0;0;0;0;0.003527336860670194;0.010582010582010581;0;0;0;0.00205761316872428;0;0.0029394473838918285;0;0;0;0;0;0.0023515579071134627;0.0029394473838918285;0;0.003527336860670194;0;0;0;0;0;0.0026455026455026454;0;0;0;0.0026455026455026454;0.006172839506172839;0;0;0;0;0;0.0029394473838918285;0;0.0023515579071134627;0;0;0.0029394473838918285;0.006466784244562022;0;0;0.0049970605526161085;0.0014697236919459142;0;0.0049970605526161085;0;0;0;0.001763668430335097;0.0011757789535567313;0;0;0;0.0029394473838918285;0;0;0;0.005584950029394474;0.0029394473838918285;0;0;0.0014697236919459142;0;0.0023515579071134627;0;0.00411522633744856;0.0011757789535567313;0.004703115814226925;0;0.0029394473838918285;0;0.0008818342151675485;0.0014697236919459142;0;0;0;0;0.004409171075837742;0;0.003233392122281011;0;0;0.0014697236919459142;0;0;0;0.0026455026455026454;0.003527336860670194;0;0;0;0.003233392122281011;0.00411522633744856;0.004409171075837742;0.005878894767783657;0;0;0.006466784244562022;0;0;0.0026455026455026454
Osnovna šola narodnega heroja Maksa Peèarja;0;0;0;0.00337126000842815;0;0.0008428150021070375;0;0;0;0;0.001685630004214075;0.002107037505267594;0.0012642225031605564;0;0.001053518752633797;0;0;0.002107037505267594;0.002317741255794353;0.007374631268436578;0;0;0.001053518752633797;0;0;0;0.0012642225031605564;0;0;0.0037926675094816687;0;0;0;0;0.0037926675094816687;0;0;0;0.001053518752633797;0;0.0008428150021070375;0;0.0025284450063211127;0;0;0.0012642225031605564;0;0;0.004003371260008428;0.002739148756847872;0.0012642225031605564;0.0012642225031605564;0;0;0;0;0;0.0006321112515802782;0;0;0.005478297513695744;0;0;0.004635482511588706;0;0;0;0.005267593763168985;0.0006321112515802782;0;0;0;0.0018963337547408343;0;0;0;0;0.0012642225031605564;0;0.002739148756847872;0.0006321112515802782;0;0.002739148756847872;0;0;0;0.0058997050147492625;0;0.0018963337547408343;0;0;0.0018963337547408343;0;0;0.004003371260008428;0;0.002107037505267594;0;0.0012642225031605564;0.001053518752633797;0;0.005267593763168985;0;0;0;0;0.001685630004214075;0.0008428150021070375;0;0;0.006531816266329541;0;0.01032448377581121;0.001685630004214075;0;0;0.0018963337547408343;0;0;0.002107037505267594
